"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WIN10","\BKIT-c","14/04/2020 02:09:00","Ready","Interactive/Background","13/04/2020 23:09:00","1","SRPT\WIN10$",""C:\bkit\scripts\client\3rd-party\cygwin\home\SYSTEM\.bkit\var\schtasks\BKIT-c.bat" ","N/A","N/A","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","NT AUTHORITY\SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","23:09:00","28/11/2019","N/A","N/A","N/A","3 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
